emdb_id,resolution,fitted_pdbs,deposition_date,map_release_date
EMD-20651,3.7,6u5o,2019-08-28T00:00:00Z,2019-09-25T00:00:00Z
EMD-20620,2.37,6u2j,2019-08-20T00:00:00Z,2019-09-25T00:00:00Z
EMD-20645,2.5,6u5g,2019-08-27T00:00:00Z,2020-01-29T00:00:00Z
EMD-20619,3.01,,2019-08-19T00:00:00Z,2019-09-25T00:00:00Z
EMD-20696,4.35,6u9f,2019-09-08T00:00:00Z,2019-10-23T00:00:00Z
EMD-20698,3.98,6u9g,2019-09-08T00:00:00Z,2019-10-23T00:00:00Z
EMD-20673,3.8,6u7m,2019-09-03T00:00:00Z,2020-04-08T00:00:00Z
EMD-20659,3.5,6u5z,2019-08-28T00:00:00Z,2020-02-26T00:00:00Z
EMD-20695,4.21,6u9e,2019-09-08T00:00:00Z,2019-10-23T00:00:00Z
EMD-10073,3.1,6s0k,2019-06-17T00:00:00Z,2019-10-09T00:00:00Z
EMD-4610,3.4,6qoz,2019-02-13T00:00:00Z,2019-12-18T00:00:00Z
EMD-4900,3.2,6rj9,2019-04-26T00:00:00Z,2019-10-02T00:00:00Z
EMD-9909,2.86,6k3i,2019-05-19T00:00:00Z,2019-10-02T00:00:00Z
EMD-9774,3.53,6j3q,2019-01-05T00:00:00Z,2019-10-02T00:00:00Z
EMD-4487,4.3,,2018-12-19T00:00:00Z,2019-10-02T00:00:00Z
EMD-4485,3.6,,2018-12-19T00:00:00Z,2019-10-02T00:00:00Z
EMD-20463,3.0,6pst,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20461,3.4,6psr,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20464,3.9,6psu,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20460,3.4,6psq,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20462,3.5,6pss,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-10347,3.45,6syt,2019-10-01T00:00:00Z,2019-12-11T00:00:00Z
EMD-10365,3.1,6t23,2019-10-07T00:00:00Z,2020-03-04T00:00:00Z
EMD-10366,3.7,6t24,2019-10-07T00:00:00Z,2020-03-04T00:00:00Z
EMD-10298,4.34,6ssm,2019-09-08T00:00:00Z,2020-01-01T00:00:00Z
EMD-10397,3.1,6t7t,2019-10-23T00:00:00Z,2019-12-25T00:00:00Z
EMD-10415,3.6,6t9l,2019-10-28T00:00:00Z,2020-01-29T00:00:00Z
EMD-10413,3.4,6t9j,2019-10-28T00:00:00Z,2020-01-29T00:00:00Z
EMD-10420,3.1,6ta1,2019-10-29T00:00:00Z,2019-11-06T00:00:00Z
EMD-11052,3.34,6z2y,2020-05-18T00:00:00Z,2020-10-21T00:00:00Z
EMD-10467,4.32,6tdu,2019-11-10T00:00:00Z,2019-11-27T00:00:00Z
EMD-10468,2.8,6tdv,2019-11-10T00:00:00Z,2019-11-27T00:00:00Z
EMD-10471,3.04,6tdy,2019-11-10T00:00:00Z,2019-11-27T00:00:00Z
EMD-10472,3.14,6tdz,2019-11-10T00:00:00Z,2019-11-27T00:00:00Z
EMD-10469,3.8,6tdw,2019-11-10T00:00:00Z,2019-11-27T00:00:00Z
EMD-10470,3.3,6tdx,2019-11-10T00:00:00Z,2019-11-27T00:00:00Z
EMD-10181,2.8,6sgc,2019-08-03T00:00:00Z,2019-12-04T00:00:00Z
EMD-10509,3.1,,2019-11-21T00:00:00Z,2020-05-06T00:00:00Z
EMD-10421,3.8,6ta3,2019-10-29T00:00:00Z,2020-04-22T00:00:00Z
EMD-0792,3.1,6kzp,2019-09-25T00:00:00Z,2019-12-18T00:00:00Z
EMD-0791,3.3,6kzo,2019-09-25T00:00:00Z,2019-12-18T00:00:00Z
EMD-9986,3.56,,2019-07-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-9987,3.54,,2019-07-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-9984,2.93,,2019-07-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-9988,2.77,,2019-07-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-9983,3.2,,2019-07-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-9985,2.85,,2019-07-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-10525,4.8,6tml,2019-12-04T00:00:00Z,2020-12-16T00:00:00Z
EMD-10490,3.99,6teh,2019-11-12T00:00:00Z,2020-07-22T00:00:00Z
EMD-10479,4.14,6teb,2019-11-11T00:00:00Z,2020-07-22T00:00:00Z
EMD-20413,3.5,6poe,2019-07-03T00:00:00Z,2019-12-25T00:00:00Z
EMD-0816,4.18,6l31,2019-10-07T00:00:00Z,2019-12-25T00:00:00Z
EMD-10192,3.4,6sh3,2019-08-05T00:00:00Z,2020-02-05T00:00:00Z
EMD-10194,4.6,6sh5,2019-08-05T00:00:00Z,2020-02-05T00:00:00Z
EMD-10388,4.8,,2019-10-21T00:00:00Z,2020-01-15T00:00:00Z
EMD-0842,3.34,6l7c,2019-11-01T00:00:00Z,2020-01-15T00:00:00Z
EMD-0807,3.2,,2019-10-01T00:00:00Z,2020-01-15T00:00:00Z
EMD-0808,3.4,,2019-10-02T00:00:00Z,2020-01-15T00:00:00Z
EMD-0841,3.38,6l7a,2019-11-01T00:00:00Z,2020-01-15T00:00:00Z
EMD-21132,3.35,6v9z,2019-12-16T00:00:00Z,2020-01-22T00:00:00Z
EMD-21127,2.6,6v9v,2019-12-16T00:00:00Z,2020-05-06T00:00:00Z
EMD-21128,3.1,6v9w,2019-12-16T00:00:00Z,2020-05-06T00:00:00Z
EMD-21130,3.6,6v9y,2019-12-16T00:00:00Z,2020-05-06T00:00:00Z
EMD-21129,3.3,6v9x,2019-12-16T00:00:00Z,2020-05-06T00:00:00Z
EMD-21131,3.5,,2019-12-16T00:00:00Z,2020-05-06T00:00:00Z
EMD-10617,3.8,6xt9,2020-01-15T00:00:00Z,2020-01-29T00:00:00Z
EMD-20212,2.6,6ovh,2019-05-07T00:00:00Z,2020-01-29T00:00:00Z
EMD-20284,3.0,6pb0,2019-06-12T00:00:00Z,2020-02-12T00:00:00Z
EMD-20285,2.8,6pb1,2019-06-12T00:00:00Z,2020-02-12T00:00:00Z
EMD-10175,3.1,6sg9,2019-08-03T00:00:00Z,2019-09-18T00:00:00Z
EMD-4788,4.46,6raz,2019-04-08T00:00:00Z,2019-09-18T00:00:00Z
EMD-20609,2.91,6u0r,2019-08-14T00:00:00Z,2020-08-19T00:00:00Z
EMD-20600,3.6,,2019-08-13T00:00:00Z,2019-11-20T00:00:00Z
EMD-20601,4.1,,2019-08-13T00:00:00Z,2019-11-20T00:00:00Z
EMD-20599,3.1,,2019-08-13T00:00:00Z,2019-11-20T00:00:00Z
EMD-20598,4.0,,2019-08-13T00:00:00Z,2019-11-20T00:00:00Z
EMD-20597,3.7,,2019-08-13T00:00:00Z,2019-11-20T00:00:00Z
EMD-20596,3.9,,2019-08-13T00:00:00Z,2019-11-20T00:00:00Z
EMD-9376,3.8,6ni3,2018-12-26T00:00:00Z,2019-11-20T00:00:00Z
EMD-9375,4.0,6ni2,2018-12-26T00:00:00Z,2019-11-20T00:00:00Z
EMD-9882,4.7,6jsi,2019-04-08T00:00:00Z,2019-09-25T00:00:00Z
EMD-0697,0.67,6kj2,2019-07-20T00:00:00Z,2019-10-02T00:00:00Z
EMD-0699,0.65,6kj4,2019-07-20T00:00:00Z,2019-10-02T00:00:00Z
EMD-10142,3.0,6scl,2019-07-24T00:00:00Z,2019-10-02T00:00:00Z
EMD-20739,2.5,6udj,2019-09-19T00:00:00Z,2020-01-29T00:00:00Z
EMD-20740,3.9,6udk,2019-09-19T00:00:00Z,2020-01-29T00:00:00Z
EMD-20753,3.3,6ueb,2019-09-20T00:00:00Z,2020-02-05T00:00:00Z
EMD-10131,4.2,,2019-07-18T00:00:00Z,2019-10-23T00:00:00Z
EMD-10034,2.84,6rw8,2019-06-04T00:00:00Z,2019-10-23T00:00:00Z
EMD-10002,4.2,6rtl,2019-05-24T00:00:00Z,2019-10-23T00:00:00Z
EMD-10033,2.75,6rw6,2019-06-04T00:00:00Z,2019-10-23T00:00:00Z
EMD-10036,4.0,6rwa,2019-06-04T00:00:00Z,2019-10-23T00:00:00Z
EMD-0701,2.9,6kkr,2019-07-27T00:00:00Z,2019-10-23T00:00:00Z
EMD-0702,2.9,6kkt,2019-07-27T00:00:00Z,2019-10-23T00:00:00Z
EMD-0703,3.5,6kku,2019-07-27T00:00:00Z,2019-10-23T00:00:00Z
EMD-20660,3.18,6u62,2019-08-29T00:00:00Z,2019-10-30T00:00:00Z
EMD-20701,3.36,6u9o,2019-09-09T00:00:00Z,2020-03-25T00:00:00Z
EMD-20730,4.26,,2019-09-17T00:00:00Z,2019-11-06T00:00:00Z
EMD-20816,4.32,6um2,2019-10-08T00:00:00Z,2020-02-26T00:00:00Z
EMD-20815,3.46,6um1,2019-10-08T00:00:00Z,2020-02-26T00:00:00Z
EMD-20396,3.87,6v0r,2019-07-02T00:00:00Z,2020-04-01T00:00:00Z
EMD-20812,3.87,6ukt,2019-10-05T00:00:00Z,2020-03-11T00:00:00Z
EMD-20637,4.0,,2019-08-22T00:00:00Z,2019-11-13T00:00:00Z
EMD-20832,3.3,6uot,2019-10-15T00:00:00Z,2020-07-01T00:00:00Z
EMD-20830,3.93,,2019-10-15T00:00:00Z,2020-07-01T00:00:00Z
EMD-20770,3.9,6uhc,2019-09-27T00:00:00Z,2020-07-01T00:00:00Z
EMD-20814,3.31,6ulg,2019-10-08T00:00:00Z,2019-11-20T00:00:00Z
EMD-20754,3.67,6uen,2019-09-22T00:00:00Z,2020-01-22T00:00:00Z
EMD-20741,3.21,6udo,2019-09-19T00:00:00Z,2020-03-25T00:00:00Z
EMD-20743,3.27,6udq,2019-09-19T00:00:00Z,2020-03-25T00:00:00Z
EMD-20725,4.48,6uc2,2019-09-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20756,4.1,6uet,2019-09-23T00:00:00Z,2019-12-18T00:00:00Z
EMD-20742,2.95,6udp,2019-09-19T00:00:00Z,2020-03-25T00:00:00Z
EMD-20755,3.7,6ues,2019-09-23T00:00:00Z,2019-12-18T00:00:00Z
EMD-20969,4.1,6v05,2019-11-18T00:00:00Z,2020-06-10T00:00:00Z
EMD-20986,4.1,6v0b,2019-11-18T00:00:00Z,2020-01-15T00:00:00Z
EMD-21015,3.11,6v1q,2019-11-20T00:00:00Z,2019-12-04T00:00:00Z
EMD-21003,3.61,6v0v,2019-11-19T00:00:00Z,2020-01-29T00:00:00Z
EMD-21040,3.8,6v4d,2019-11-27T00:00:00Z,2020-05-20T00:00:00Z
EMD-21020,3.58,6v1z,2019-11-21T00:00:00Z,2019-12-11T00:00:00Z
EMD-21011,2.98,6v1g,2019-11-20T00:00:00Z,2019-12-11T00:00:00Z
EMD-21022,0.9,,2019-11-21T00:00:00Z,2019-12-11T00:00:00Z
EMD-21021,0.9,,2019-11-21T00:00:00Z,2019-12-11T00:00:00Z
EMD-21010,3.08,6v12,2019-11-19T00:00:00Z,2019-12-11T00:00:00Z
EMD-21017,3.39,6v1t,2019-11-21T00:00:00Z,2019-12-11T00:00:00Z
EMD-21049,3.8,,2019-12-02T00:00:00Z,2020-11-25T00:00:00Z
EMD-21019,3.8,6v1y,2019-11-21T00:00:00Z,2020-06-03T00:00:00Z
EMD-21018,3.5,6v1x,2019-11-21T00:00:00Z,2020-06-03T00:00:00Z
EMD-21067,3.8,6v6b,2019-12-04T00:00:00Z,2020-01-01T00:00:00Z
EMD-21060,4.2,6v69,2019-12-04T00:00:00Z,2020-01-01T00:00:00Z
EMD-21068,4.5,6v6c,2019-12-04T00:00:00Z,2020-01-01T00:00:00Z
EMD-21054,3.8,6v5v,2019-12-04T00:00:00Z,2020-01-01T00:00:00Z
EMD-21063,4.1,,2019-12-04T00:00:00Z,2020-10-14T00:00:00Z
EMD-21069,3.4,,2019-12-04T00:00:00Z,2020-01-01T00:00:00Z
EMD-4595,3.28,6qn1,2019-02-08T00:00:00Z,2019-12-25T00:00:00Z
EMD-21098,3.23,,2019-12-11T00:00:00Z,2020-01-15T00:00:00Z
EMD-21103,2.96,,2019-12-11T00:00:00Z,2020-01-15T00:00:00Z
EMD-21104,3.16,,2019-12-11T00:00:00Z,2020-01-15T00:00:00Z
EMD-21106,3.07,,2019-12-11T00:00:00Z,2020-01-15T00:00:00Z
EMD-21102,3.34,,2019-12-11T00:00:00Z,2020-01-15T00:00:00Z
EMD-10383,3.8,6t63,2019-10-17T00:00:00Z,2020-01-15T00:00:00Z
EMD-10381,3.7,6t61,2019-10-17T00:00:00Z,2020-01-15T00:00:00Z
EMD-10382,3.9,,2019-10-17T00:00:00Z,2020-01-15T00:00:00Z
EMD-9838,5.0,6jk8,2019-02-27T00:00:00Z,2020-03-04T00:00:00Z
EMD-21050,3.2,6v4x,2019-12-02T00:00:00Z,2020-02-19T00:00:00Z
EMD-21014,4.8,,2019-11-20T00:00:00Z,2020-01-15T00:00:00Z
EMD-21013,4.4,,2019-11-20T00:00:00Z,2020-01-15T00:00:00Z
EMD-21044,2.8,6v4p,2019-11-28T00:00:00Z,2020-02-05T00:00:00Z
EMD-20964,3.38,6uzy,2019-11-15T00:00:00Z,2020-04-01T00:00:00Z
EMD-10438,3.8,6tb4,2019-10-31T00:00:00Z,2020-01-29T00:00:00Z
EMD-10412,3.9,6t9i,2019-10-28T00:00:00Z,2020-01-29T00:00:00Z
EMD-10414,3.3,6t9k,2019-10-28T00:00:00Z,2020-01-29T00:00:00Z
EMD-10501,3.5,6tgy,2019-11-18T00:00:00Z,2020-02-12T00:00:00Z
EMD-10502,4.0,6th3,2019-11-18T00:00:00Z,2020-02-12T00:00:00Z
EMD-10499,3.9,6tgn,2019-11-17T00:00:00Z,2020-02-12T00:00:00Z
EMD-10500,4.4,6tgp,2019-11-17T00:00:00Z,2020-02-19T00:00:00Z
EMD-20257,3.1,6p5k,2019-05-30T00:00:00Z,2019-09-18T00:00:00Z
EMD-20638,2.87,6u48,2019-08-23T00:00:00Z,2019-09-18T00:00:00Z
EMD-20672,3.14,6u7k,2019-09-03T00:00:00Z,2019-09-18T00:00:00Z
EMD-20688,3.29,6u8n,2019-09-05T00:00:00Z,2020-03-25T00:00:00Z
EMD-20687,3.03,6u8e,2019-09-04T00:00:00Z,2020-03-25T00:00:00Z
EMD-20663,3.6,6u6d,2019-08-29T00:00:00Z,2020-03-25T00:00:00Z
EMD-20662,4.5,6u68,2019-08-29T00:00:00Z,2020-03-25T00:00:00Z
EMD-20665,5.0,6u6h,2019-08-29T00:00:00Z,2020-04-22T00:00:00Z
EMD-20502,3.3,6pwa,2019-07-22T00:00:00Z,2020-06-03T00:00:00Z
EMD-20513,4.4,6pww,2019-07-23T00:00:00Z,2019-12-18T00:00:00Z
EMD-20572,4.1,6q2j,2019-08-08T00:00:00Z,2019-10-02T00:00:00Z
EMD-20537,3.46,6pzt,2019-08-01T00:00:00Z,2020-03-25T00:00:00Z
EMD-20514,4.2,6pwx,2019-07-23T00:00:00Z,2019-12-18T00:00:00Z
EMD-20573,3.7,,2019-08-08T00:00:00Z,2019-10-02T00:00:00Z
EMD-20642,3.86,6u59,2019-08-27T00:00:00Z,2020-01-29T00:00:00Z
EMD-20668,3.1,6u7h,2019-09-02T00:00:00Z,2019-11-13T00:00:00Z
EMD-20710,3.3,6ubm,2019-09-12T00:00:00Z,2020-06-03T00:00:00Z
EMD-20761,3.5,6ugd,2019-09-26T00:00:00Z,2019-10-09T00:00:00Z
EMD-20762,3.6,6uge,2019-09-26T00:00:00Z,2019-10-09T00:00:00Z
EMD-20763,4.2,6ugf,2019-09-26T00:00:00Z,2019-10-09T00:00:00Z
EMD-20728,3.06,6ucu,2019-09-17T00:00:00Z,2019-11-06T00:00:00Z
EMD-20729,4.1,6ucv,2019-09-17T00:00:00Z,2019-11-06T00:00:00Z
EMD-20767,3.5,6uh5,2019-09-26T00:00:00Z,2019-11-20T00:00:00Z
EMD-20765,3.7,6ugm,2019-09-26T00:00:00Z,2019-11-20T00:00:00Z
EMD-20465,3.5,6psv,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20466,3.7,6psw,2019-07-13T00:00:00Z,2020-03-25T00:00:00Z
EMD-20766,3.04,6uh1,2019-09-26T00:00:00Z,2019-12-18T00:00:00Z
EMD-20524,4.3,6pyh,2019-07-29T00:00:00Z,2019-10-23T00:00:00Z
EMD-20836,4.2,6up7,2019-10-16T00:00:00Z,2020-02-26T00:00:00Z
EMD-20635,3.66,,2019-08-22T00:00:00Z,2019-11-13T00:00:00Z
EMD-20634,3.45,,2019-08-22T00:00:00Z,2019-11-13T00:00:00Z
EMD-20632,3.6,,2019-08-22T00:00:00Z,2019-11-13T00:00:00Z
EMD-20636,3.9,,2019-08-22T00:00:00Z,2019-11-13T00:00:00Z
EMD-20633,3.57,,2019-08-22T00:00:00Z,2019-11-13T00:00:00Z
EMD-20471,3.8,6ptj,2019-07-15T00:00:00Z,2017-02-22T00:00:00Z
EMD-20582,2.9,6ty9,2019-08-08T00:00:00Z,2019-11-20T00:00:00Z
EMD-20440,3.5,6ppj,2019-07-07T00:00:00Z,2019-11-20T00:00:00Z
EMD-20704,4.2,6ua2,2019-09-10T00:00:00Z,2020-03-25T00:00:00Z
EMD-4888,2.8,6ric,2019-04-23T00:00:00Z,2019-12-18T00:00:00Z
EMD-4650,3.7,6qve,2019-03-01T00:00:00Z,2019-11-27T00:00:00Z
EMD-4654,3.8,6qvj,2019-03-02T00:00:00Z,2019-11-27T00:00:00Z
EMD-4644,3.8,6quy,2019-02-28T00:00:00Z,2019-11-27T00:00:00Z
EMD-20966,3.1,6v00,2019-11-16T00:00:00Z,2019-12-04T00:00:00Z
EMD-20965,3.1,6uzz,2019-11-16T00:00:00Z,2019-12-04T00:00:00Z
EMD-20900,3.5,6uur,2019-10-31T00:00:00Z,2020-04-15T00:00:00Z
EMD-4982,3.7,6rqh,2019-05-15T00:00:00Z,2019-12-11T00:00:00Z
EMD-4987,3.1,6rrd,2019-05-17T00:00:00Z,2019-12-11T00:00:00Z
EMD-4984,2.9,6rql,2019-05-16T00:00:00Z,2019-12-11T00:00:00Z
EMD-4985,4.0,6rqt,2019-05-16T00:00:00Z,2019-12-11T00:00:00Z
EMD-9824,4.6,6jgz,2019-02-16T00:00:00Z,2019-12-11T00:00:00Z
EMD-9380,3.9,6nil,2018-12-29T00:00:00Z,2019-12-11T00:00:00Z
EMD-9381,5.0,,2018-12-29T00:00:00Z,2019-12-11T00:00:00Z
EMD-10453,2.7,6tbv,2019-11-04T00:00:00Z,2020-01-01T00:00:00Z
EMD-10458,2.7,6tc3,2019-11-05T00:00:00Z,2020-01-01T00:00:00Z
EMD-10426,2.75,6tas,2019-10-30T00:00:00Z,2020-01-01T00:00:00Z
EMD-10423,3.5,6tap,2019-10-30T00:00:00Z,2020-01-01T00:00:00Z
EMD-10425,2.8,6tar,2019-10-30T00:00:00Z,2020-01-01T00:00:00Z
EMD-10428,3.7,6tau,2019-10-30T00:00:00Z,2020-01-01T00:00:00Z
EMD-10427,3.7,6tat,2019-10-30T00:00:00Z,2020-01-01T00:00:00Z
EMD-10424,3.9,6taq,2019-10-30T00:00:00Z,2020-01-01T00:00:00Z
EMD-20414,4.3,6pof,2019-07-03T00:00:00Z,2020-01-01T00:00:00Z
EMD-21139,3.9,6vaf,2019-12-17T00:00:00Z,2020-03-18T00:00:00Z
EMD-21152,4.3,6ve2,2019-12-28T00:00:00Z,2020-12-23T00:00:00Z
EMD-21153,4.3,6ve3,2019-12-28T00:00:00Z,2020-12-23T00:00:00Z
EMD-21150,3.02,6vd7,2019-12-23T00:00:00Z,2020-02-26T00:00:00Z
EMD-21141,3.48,6vak,2019-12-17T00:00:00Z,2020-01-29T00:00:00Z
EMD-20764,3.4,6ugh,2019-09-26T00:00:00Z,2020-12-09T00:00:00Z
EMD-20700,3.8,6u9h,2019-09-08T00:00:00Z,2020-07-15T00:00:00Z
EMD-20459,4.6,6psn,2019-07-12T00:00:00Z,2020-03-04T00:00:00Z
EMD-20555,4.2,6q0x,2019-08-02T00:00:00Z,2020-04-01T00:00:00Z
EMD-20318,3.1,6pdw,2019-06-19T00:00:00Z,2020-02-12T00:00:00Z
EMD-20294,4.0,6pbx,2019-06-14T00:00:00Z,2019-09-18T00:00:00Z
EMD-20295,3.67,6pby,2019-06-14T00:00:00Z,2019-09-18T00:00:00Z
EMD-20373,3.2,6plr,2019-07-01T00:00:00Z,2021-01-06T00:00:00Z
EMD-20374,3.0,6pls,2019-07-01T00:00:00Z,2021-01-06T00:00:00Z
EMD-20376,3.3,6plu,2019-07-01T00:00:00Z,2021-01-06T00:00:00Z
EMD-20375,3.2,6plt,2019-07-01T00:00:00Z,2021-01-06T00:00:00Z
EMD-20377,3.3,6plv,2019-07-01T00:00:00Z,2021-01-06T00:00:00Z
EMD-20370,3.3,6plo,2019-07-01T00:00:00Z,2021-01-06T00:00:00Z
EMD-20255,3.1,6p5i,2019-05-30T00:00:00Z,2019-09-18T00:00:00Z
EMD-10262,2.8,6snt,2019-08-27T00:00:00Z,2020-03-04T00:00:00Z
EMD-10311,5.0,,2019-09-12T00:00:00Z,2019-11-13T00:00:00Z
EMD-20024,3.8,6ody,2019-03-27T00:00:00Z,2019-09-25T00:00:00Z
EMD-10238,4.25,,2019-08-19T00:00:00Z,2019-09-25T00:00:00Z
EMD-10237,4.41,,2019-08-19T00:00:00Z,2019-09-25T00:00:00Z
EMD-10049,3.3,6rx4,2019-06-07T00:00:00Z,2019-11-20T00:00:00Z
EMD-9918,2.37,6k61,2019-05-31T00:00:00Z,2019-10-09T00:00:00Z
EMD-4936,3.4,6rmg,2019-05-06T00:00:00Z,2019-10-09T00:00:00Z
EMD-20789,2.7,6uiw,2019-10-01T00:00:00Z,2019-11-27T00:00:00Z
EMD-20788,3.3,6uiv,2019-10-01T00:00:00Z,2019-11-27T00:00:00Z
EMD-20790,3.5,6uix,2019-10-01T00:00:00Z,2019-11-27T00:00:00Z
EMD-4939,3.3,,2019-05-07T00:00:00Z,2019-10-09T00:00:00Z
EMD-0248,3.65,6hnp,2018-09-17T00:00:00Z,
EMD-20820,3.7,6umm,2019-10-09T00:00:00Z,2019-10-23T00:00:00Z
EMD-10291,4.5,,2019-09-05T00:00:00Z,2019-11-06T00:00:00Z
EMD-10292,4.4,,2019-09-05T00:00:00Z,2019-11-06T00:00:00Z
EMD-10293,4.9,,2019-09-05T00:00:00Z,2019-11-06T00:00:00Z
EMD-20855,4.57,6ve7,2019-10-21T00:00:00Z,2020-01-29T00:00:00Z
EMD-20856,3.6,,2019-10-21T00:00:00Z,2020-01-29T00:00:00Z
EMD-20853,3.11,,2019-10-21T00:00:00Z,2019-10-30T00:00:00Z
EMD-20854,3.2,,2019-10-21T00:00:00Z,2019-10-30T00:00:00Z
EMD-10204,4.4,6shs,2019-08-08T00:00:00Z,2019-11-06T00:00:00Z
EMD-10333,3.2,6swy,2019-09-24T00:00:00Z,2019-11-20T00:00:00Z
EMD-10326,3.7,,2019-09-23T00:00:00Z,2019-11-20T00:00:00Z
EMD-10329,3.8,,2019-09-24T00:00:00Z,2019-11-20T00:00:00Z
EMD-10330,3.4,,2019-09-24T00:00:00Z,2019-11-20T00:00:00Z
EMD-10328,3.8,,2019-09-24T00:00:00Z,2019-11-20T00:00:00Z
EMD-10327,3.8,,2019-09-24T00:00:00Z,2019-11-20T00:00:00Z
EMD-10353,3.06,6szs,2019-10-02T00:00:00Z,2019-12-04T00:00:00Z
EMD-10399,3.65,6t8b,2019-10-24T00:00:00Z,2019-11-20T00:00:00Z
EMD-0810,4.8,,2019-10-06T00:00:00Z,2019-11-20T00:00:00Z
EMD-0812,4.7,,2019-10-06T00:00:00Z,2019-11-20T00:00:00Z
EMD-0811,4.7,,2019-10-06T00:00:00Z,2019-11-20T00:00:00Z
EMD-20666,3.12,6u6i,2019-08-29T00:00:00Z,2019-12-04T00:00:00Z
EMD-20501,4.03,6pw9,2019-07-22T00:00:00Z,2020-02-19T00:00:00Z
EMD-20442,3.02,6ppl,2019-07-08T00:00:00Z,2020-02-19T00:00:00Z
EMD-20654,3.07,6u5s,2019-08-28T00:00:00Z,2019-12-04T00:00:00Z
EMD-20717,4.4,,2019-09-13T00:00:00Z,2019-12-18T00:00:00Z
EMD-20509,3.4,6pwo,2019-07-23T00:00:00Z,2020-01-08T00:00:00Z
EMD-20510,4.1,6pwp,2019-07-23T00:00:00Z,2020-01-08T00:00:00Z
EMD-20518,2.9,6pxd,2019-07-25T00:00:00Z,2021-02-10T00:00:00Z
EMD-0866,3.6,6lb0,2019-11-13T00:00:00Z,2019-12-04T00:00:00Z
EMD-0863,3.4,6lat,2019-11-13T00:00:00Z,2019-12-04T00:00:00Z
EMD-0865,1.5,6law,2019-11-13T00:00:00Z,2019-12-04T00:00:00Z
EMD-10038,3.0,6rwe,2019-06-04T00:00:00Z,2019-12-11T00:00:00Z
EMD-10007,3.5,6ruo,2019-05-28T00:00:00Z,2019-12-11T00:00:00Z
EMD-10006,2.7,6rui,2019-05-28T00:00:00Z,2019-12-11T00:00:00Z
EMD-0846,4.66,,2019-11-01T00:00:00Z,2019-12-11T00:00:00Z
EMD-0820,4.36,,2019-10-07T00:00:00Z,2019-12-11T00:00:00Z
EMD-0847,4.62,,2019-11-01T00:00:00Z,2019-12-11T00:00:00Z
EMD-0845,4.62,,2019-11-01T00:00:00Z,2019-12-11T00:00:00Z
EMD-20911,4.7,,2019-11-04T00:00:00Z,2020-02-19T00:00:00Z
EMD-20817,4.2,6um5,2019-10-09T00:00:00Z,2019-12-18T00:00:00Z
EMD-20819,3.5,6um7,2019-10-09T00:00:00Z,2019-12-18T00:00:00Z
EMD-20961,3.4,,2019-11-15T00:00:00Z,2020-04-22T00:00:00Z
EMD-20960,3.8,,2019-11-15T00:00:00Z,2020-04-22T00:00:00Z
EMD-0700,3.8,6kj6,2019-07-21T00:00:00Z,2020-01-01T00:00:00Z
EMD-9950,4.27,6k9l,2019-06-16T00:00:00Z,2019-12-25T00:00:00Z
EMD-9872,3.54,6jq0,2019-03-28T00:00:00Z,2019-12-25T00:00:00Z
EMD-9607,3.08,6adl,2018-08-01T00:00:00Z,2019-12-25T00:00:00Z
EMD-9871,4.27,6jpu,2019-03-28T00:00:00Z,2019-12-25T00:00:00Z
EMD-6963,4.9,5zud,2018-05-07T00:00:00Z,2019-12-25T00:00:00Z
EMD-9951,4.03,,2019-06-16T00:00:00Z,2019-12-25T00:00:00Z
EMD-0798,3.5,,2019-09-30T00:00:00Z,2020-01-15T00:00:00Z
EMD-0796,3.4,,2019-09-30T00:00:00Z,2020-01-15T00:00:00Z
EMD-0805,3.7,,2019-09-30T00:00:00Z,2020-01-15T00:00:00Z
EMD-0788,5.0,,2019-09-23T00:00:00Z,2020-01-15T00:00:00Z
EMD-10344,3.3,6sxo,2019-09-26T00:00:00Z,2020-02-19T00:00:00Z
EMD-10288,5.0,,2019-09-04T00:00:00Z,2020-01-22T00:00:00Z
EMD-20928,2.69,6uwz,2019-11-06T00:00:00Z,2020-04-15T00:00:00Z
EMD-20871,3.68,6ut8,2019-10-29T00:00:00Z,2020-10-21T00:00:00Z
EMD-20868,4.26,6ut7,2019-10-29T00:00:00Z,2020-10-21T00:00:00Z
EMD-20781,4.2,,2019-09-29T00:00:00Z,2020-10-14T00:00:00Z
EMD-20870,4.1,,2019-10-29T00:00:00Z,2020-10-21T00:00:00Z
EMD-20869,3.95,,2019-10-29T00:00:00Z,2020-10-21T00:00:00Z
EMD-20256,3.1,6p5j,2019-05-30T00:00:00Z,2019-09-18T00:00:00Z
